2025-10-02 14:24:08.419 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-1D2D3CE4, customerId=customer123, restaurantId=restaurant456, amount=34.97
2025-10-02 14:29:09.766 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:29:09.766 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:29:09.767 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-82580BDB, customerId=CUST-003, restaurantId=REST-001, amount=37.96
2025-10-02 14:29:09.767 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-82580BDB, from=PENDING, to=ACCEPTED, reason=Restaurant REST-001 accepted the order
2025-10-02 14:29:09.768 [main] INFO  com.deliveryplatform.models.Order - Order status transition: orderId=ORD-82580BDB, from=ACCEPTED, to=CANCELLED, reason=Customer changed mind
2025-10-02 14:29:09.768 [main] WARN  com.deliveryplatform.services.OrderLoggingService - Order termination: orderId=ORD-82580BDB, finalStatus=CANCELLED, reason=Customer changed mind
2025-10-02 14:29:09.768 [main] INFO  com.deliveryplatform.services.OrderService - Order cancelled: orderId=ORD-82580BDB, reason=Customer changed mind
2025-10-02 14:29:09.770 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-001
2025-10-02 14:29:09.770 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-002
2025-10-02 14:29:09.770 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-003
2025-10-02 14:29:09.771 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-004
2025-10-02 14:29:09.771 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver added to available pool: driverId=DRIVER-005
2025-10-02 14:29:09.771 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-001
2025-10-02 14:29:09.771 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-002
2025-10-02 14:29:09.771 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-003
2025-10-02 14:29:09.772 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-004
2025-10-02 14:29:09.772 [main] INFO  com.deliveryplatform.services.DeliveryService - Driver removed from available pool: driverId=DRIVER-005
2025-10-02 14:29:09.772 [main] INFO  com.deliveryplatform.models.Order - Order created: orderId=ORD-3B14B94F, customerId=CUST-007, restaurantId=REST-001, amount=37.96
